subjID	gain	loss	choice
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	1	0	1
46.55603278	0	-1	1
46.55603278	1	-1	3
46.55603278	0	-1	4
46.55603278	0	-1	2
46.55603278	1	-1	1
46.55603278	0	-1	1
46.55603278	1	0	1
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	0	-1	2
46.55603278	0	-1	4
46.55603278	1	0	1
46.55603278	0	0	2
46.55603278	0	0	3
46.55603278	0	0	1
46.55603278	0	-1	4
46.55603278	0	-1	2
46.55603278	1	0	3
46.55603278	1	0	3
46.55603278	1	0	3
46.55603278	0	0	3
46.55603278	0	0	1
46.55603278	0	0	2
46.55603278	0	-1	1
46.55603278	0	0	1
46.55603278	1	0	4
46.55603278	0	0	4
46.55603278	1	0	3
46.55603278	1	0	2
46.55603278	0	-1	2
46.55603278	1	-1	3
46.55603278	0	0	3
46.55603278	0	-1	4
46.55603278	1	0	1
46.55603278	0	-1	1
46.55603278	0	0	1
46.55603278	0	0	1
46.55603278	0	0	3
46.55603278	0	-1	1
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	1	0	2
46.55603278	0	0	4
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	1
46.55603278	0	0	1
46.55603278	1	-1	3
46.55603278	0	0	4
46.55603278	0	-1	4
46.55603278	0	0	3
46.55603278	1	0	3
46.55603278	0	0	2
46.55603278	0	0	1
46.55603278	1	0	1
46.55603278	0	-1	4
46.55603278	0	0	3
46.55603278	0	0	2
46.55603278	1	0	1
46.55603278	0	0	1
46.55603278	0	-1	1
46.55603278	0	-1	3
46.55603278	0	0	1
46.55603278	0	0	2
46.55603278	0	0	4
46.55603278	0	0	4
46.55603278	0	0	4
46.55603278	0	0	4
46.55603278	0	-1	4
46.55603278	0	-1	4
46.55603278	0	0	4
46.55603278	0	0	4
46.55603278	0	0	4
46.55603278	0	0	4
46.55603278	0	0	2
46.55603278	1	0	4
46.55603278	0	0	3
46.55603278	1	-1	1
46.55603278	0	0	3
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	-1	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	3
46.55603278	0	0	2
46.55603278	1	0	2
46.55603278	0	0	1
46.55603278	0	0	1
46.55603278	0	0	1
46.55603278	1	0	4
46.55603278	0	0	4
46.55603278	0	-1	2
46.55603278	0	0	3
46.55603278	0	0	2
46.55603278	0	-1	2
46.55603278	0	-1	2
46.55603278	0	-1	2
46.55603278	0	-1	2
46.55603278	0	0	2
46.55603278	1	0	2
46.55603278	1	-1	1
46.55603278	0	-1	2
46.55603278	0	0	1
46.55603278	0	-1	1
46.55603278	0	0	3
46.55603278	0	-1	3
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	1	-1	2
46.55603278	0	0	1
46.55603278	1	0	4
46.55603278	0	0	4
46.55603278	1	0	1
46.55603278	0	0	2
46.55603278	1	0	2
46.55603278	0	-1	3
46.55603278	1	0	2
46.55603278	0	0	4
46.55603278	1	0	4
46.55603278	0	-1	1
46.55603278	0	0	1
46.55603278	0	0	1
46.55603278	0	0	2
46.55603278	0	-1	2
46.55603278	0	0	2
46.55603278	0	-1	2
46.55603278	0	-1	3
46.55603278	0	-1	2
46.55603278	1	0	2
46.55603278	0	0	4
46.55603278	1	0	4
46.55603278	0	0	1
46.55603278	0	-1	3
46.55603278	1	-1	2
46.55603278	0	-1	2
46.55603278	0	0	2
46.55603278	0	-1	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	-1	2
46.55603278	0	0	4
46.55603278	0	0	3
46.55603278	1	0	4
46.55603278	1	0	1
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	1	0	3
46.55603278	0	-1	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	1	0	4
46.55603278	0	0	1
46.55603278	0	-1	4
46.55603278	0	-1	1
46.55603278	0	0	1
46.55603278	0	0	1
46.55603278	1	-1	3
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	2
46.55603278	0	0	4
46.55603278	0	0	1
46.55603278	0	0	3
46.55603278	0	0	2
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	0	0	3
46.55603278	1	0	3
46.55603278	0	0	4
46.55603278	0	-1	1
46.55603278	0	0	4
46.55603278	0	0	2
46.55603278	0	0	3
46.55603278	0	-1	1
46.55603278	0	0	4
46.55603278	0	0	4
46.55603278	0	0	4
46.55603278	0	0	4
46.55603278	1	0	3
46.55603278	0	0	2
46.55603278	0	0	3
46.55603278	0	-1	3
131.0305197	0	0	4
131.0305197	1	0	4
131.0305197	0	0	1
131.0305197	0	0	1
131.0305197	0	0	1
131.0305197	0	0	1
131.0305197	0	0	1
131.0305197	1	-1	1
131.0305197	0	-1	1
131.0305197	0	0	1
131.0305197	0	0	1
131.0305197	0	-1	1
131.0305197	0	0	1
131.0305197	0	0	1
131.0305197	0	0	1
131.0305197	0	-1	1
131.0305197	0	0	1
131.0305197	1	-1	3
131.0305197	0	0	2
131.0305197	0	-1	4
131.0305197	1	0	3
131.0305197	1	-1	3
131.0305197	1	0	1
131.0305197	0	0	4
131.0305197	0	0	4
131.0305197	0	0	2
131.0305197	1	0	3
131.0305197	0	0	1
131.0305197	1	-1	3
131.0305197	0	0	2
131.0305197	0	0	3
131.0305197	1	0	3
131.0305197	1	0	2
131.0305197	1	0	1
131.0305197	1	-1	4
131.0305197	0	0	4
131.0305197	0	-1	2
131.0305197	0	0	3
131.0305197	0	-1	1
131.0305197	0	0	4
131.0305197	0	0	2
131.0305197	0	-1	2
131.0305197	0	0	3
131.0305197	0	0	3
