subjID	gain	loss	choice
61.35467896	0	0	2
61.35467896	0	-1	4
61.35467896	0	0	1
61.35467896	0	0	3
61.35467896	0	0	1
61.35467896	1	-1	3
61.35467896	0	0	2
61.35467896	0	0	4
61.35467896	0	-1	1
61.35467896	1	0	2
61.35467896	0	0	1
61.35467896	1	0	2
61.35467896	0	-1	1
61.35467896	0	-1	2
61.35467896	0	0	3
61.35467896	0	-1	3
61.35467896	0	0	4
61.35467896	0	-1	4
61.35467896	0	0	2
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	1	0	1
61.35467896	0	0	2
61.35467896	0	-1	1
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	0	-1	1
61.35467896	0	0	3
61.35467896	0	0	3
61.35467896	0	0	4
61.35467896	0	-1	4
61.35467896	0	0	2
61.35467896	0	0	2
61.35467896	0	-1	1
61.35467896	0	-1	1
61.35467896	0	0	2
61.35467896	0	0	2
61.35467896	0	0	3
61.35467896	1	0	3
61.35467896	0	0	3
61.35467896	1	0	3
61.35467896	0	0	3
61.35467896	0	0	3
61.35467896	0	0	3
61.35467896	0	0	3
61.35467896	0	-1	2
61.35467896	0	0	1
61.35467896	0	-1	1
61.35467896	0	0	2
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	1	0	1
61.35467896	0	0	1
61.35467896	1	0	3
61.35467896	0	0	3
61.35467896	0	0	1
61.35467896	0	-1	3
61.35467896	1	0	4
61.35467896	0	0	1
61.35467896	0	0	4
61.35467896	0	0	2
61.35467896	0	0	4
61.35467896	0	0	3
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	0	-1	3
61.35467896	0	0	4
61.35467896	1	0	4
61.35467896	1	-1	1
61.35467896	0	-1	2
61.35467896	1	0	1
61.35467896	0	0	1
61.35467896	0	0	1
61.35467896	1	-1	2
61.35467896	0	-1	4
61.35467896	0	0	1
61.35467896	0	-1	1
61.35467896	0	-1	2
61.35467896	0	-1	1
61.35467896	0	0	4
61.35467896	0	0	4
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	0	-1	4
61.35467896	0	-1	3
61.35467896	1	0	2
61.35467896	0	0	1
61.35467896	1	0	2
61.35467896	0	0	2
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	1	0	2
61.35467896	1	-1	4
61.35467896	1	0	4
61.35467896	0	-1	2
61.35467896	0	-1	1
61.35467896	0	0	3
61.35467896	0	-1	3
61.35467896	0	0	4
61.35467896	1	0	2
61.35467896	0	0	2
61.35467896	1	0	1
61.35467896	0	-1	1
61.35467896	0	0	4
61.35467896	1	-1	4
61.35467896	1	0	2
61.35467896	1	0	2
61.35467896	1	-1	2
61.35467896	0	0	2
61.35467896	1	0	1
61.35467896	1	0	1
61.35467896	1	0	1
61.35467896	1	0	1
61.35467896	1	-1	1
61.35467896	0	0	1
61.35467896	1	0	2
61.35467896	0	-1	2
61.35467896	1	0	1
61.35467896	0	0	1
61.35467896	0	-1	1
61.35467896	0	0	3
61.35467896	0	0	4
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	1	0	1
61.35467896	0	0	1
61.35467896	0	0	1
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	1	-1	2
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	0	-1	1
61.35467896	0	0	3
61.35467896	0	0	4
61.35467896	0	0	2
61.35467896	1	0	2
61.35467896	0	0	2
61.35467896	0	-1	1
61.35467896	0	-1	3
61.35467896	0	-1	2
61.35467896	0	0	1
61.35467896	0	0	3
61.35467896	0	-1	1
61.35467896	0	-1	3
61.35467896	0	-1	4
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	0	0	4
61.35467896	0	-1	3
61.35467896	0	0	1
61.35467896	0	-1	4
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	0	0	2
61.35467896	1	0	1
61.35467896	0	0	1
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	0	-1	3
61.35467896	0	0	4
61.35467896	0	0	2
61.35467896	1	0	1
61.35467896	0	0	1
61.35467896	0	0	1
61.35467896	0	0	4
61.35467896	0	0	2
61.35467896	1	0	3
61.35467896	0	0	3
61.35467896	0	0	3
61.35467896	1	-1	2
61.35467896	1	0	1
61.35467896	0	0	4
61.35467896	1	0	1
61.35467896	1	0	1
61.35467896	0	0	1
61.35467896	0	0	2
61.35467896	0	0	1
61.35467896	0	0	1
61.35467896	0	0	3
61.35467896	0	0	4
61.35467896	1	0	2
61.35467896	1	-1	2
61.35467896	0	-1	2
61.35467896	0	0	1
61.35467896	0	0	4
61.35467896	0	0	3
61.35467896	1	0	2
60.32457886	0	-1	1
60.32457886	0	0	3
60.32457886	0	0	2
60.32457886	1	-1	1
60.32457886	0	-1	1
60.32457886	0	0	4
60.32457886	0	0	2
60.32457886	0	0	3
60.32457886	0	-1	2
60.32457886	1	0	1
60.32457886	0	0	4
60.32457886	0	-1	2
60.32457886	1	0	3
60.32457886	0	0	4
60.32457886	1	0	2
60.32457886	0	0	1
60.32457886	0	-1	3
60.32457886	0	0	1
60.32457886	0	-1	1
60.32457886	0	0	2
60.32457886	0	0	4
60.32457886	1	0	3
60.32457886	0	0	4
60.32457886	0	0	2
60.32457886	0	0	1
60.32457886	1	0	3
60.32457886	0	-1	1
60.32457886	0	-1	2
60.32457886	0	0	1
60.32457886	1	0	3
60.32457886	0	0	2
60.32457886	1	-1	4
60.32457886	0	0	4
60.32457886	0	0	4
60.32457886	0	0	1
60.32457886	0	-1	3
60.32457886	1	0	4
60.32457886	0	0	1
60.32457886	1	0	4
60.32457886	1	-1	1
60.32457886	0	0	1
60.32457886	1	0	4
60.32457886	0	0	1
60.32457886	1	-1	1
60.32457886	0	0	1
60.32457886	0	-1	4
60.32457886	0	-1	3
60.32457886	0	0	2
60.32457886	0	-1	2
60.32457886	0	0	1
60.32457886	0	0	2
60.32457886	1	0	3
60.32457886	1	-1	3
60.32457886	0	0	3
60.32457886	0	0	1
60.32457886	0	0	4
60.32457886	0	0	2
60.32457886	1	0	3
60.32457886	1	0	2
60.32457886	0	-1	3
60.32457886	1	0	2
60.32457886	0	0	4
60.32457886	0	0	2
60.32457886	1	0	1
60.32457886	0	0	4
60.32457886	0	0	1
60.32457886	0	-1	2
60.32457886	0	0	3
60.32457886	0	0	4
60.32457886	1	-1	1
60.32457886	0	0	1
60.32457886	1	0	1
60.32457886	0	-1	4
60.32457886	1	0	2
60.32457886	0	-1	4
60.32457886	0	0	2
60.32457886	1	0	3
60.32457886	0	0	1
60.32457886	1	0	4
60.32457886	0	-1	2
60.32457886	0	-1	1
60.32457886	0	-1	3
60.32457886	1	-1	1
60.32457886	1	-1	1
60.32457886	1	0	1
60.32457886	0	0	2
60.32457886	0	-1	1
60.32457886	0	-1	4
60.32457886	0	0	1
60.32457886	0	0	2
60.32457886	0	-1	3
60.32457886	1	0	2
60.32457886	0	0	2
60.32457886	0	0	4
60.32457886	0	0	1
60.32457886	0	0	2
60.32457886	0	-1	4
60.32457886	0	0	2
60.32457886	0	0	2
60.32457886	0	0	3
60.32457886	0	0	1
60.32457886	0	-1	4
60.32457886	0	0	1
60.32457886	1	0	4
60.32457886	0	-1	2
60.32457886	0	0	4
60.32457886	0	-1	1
60.32457886	0	0	4
60.32457886	0	0	3
60.32457886	0	0	3
60.32457886	0	0	3
60.32457886	0	0	4
60.32457886	1	-1	2
60.32457886	0	0	3
60.32457886	0	0	2
60.32457886	0	0	3
60.32457886	0	0	1
60.32457886	1	0	4
60.32457886	0	0	1
60.32457886	0	0	4
60.32457886	1	0	1
60.32457886	0	0	4
60.32457886	0	-1	2
60.32457886	0	0	3
60.32457886	0	0	1
60.32457886	0	0	4
60.32457886	1	0	1
60.32457886	1	0	4
60.32457886	0	0	2
60.32457886	0	0	4
60.32457886	0	-1	3
60.32457886	0	0	2
60.32457886	0	0	4
60.32457886	0	0	4
60.32457886	0	0	1
60.32457886	0	0	3
60.32457886	0	0	2
60.32457886	0	0	3
60.32457886	1	0	2
60.32457886	0	-1	4
60.32457886	1	-1	2
60.32457886	0	0	1
60.32457886	1	0	2
60.32457886	0	0	4
60.32457886	0	0	3
60.32457886	0	-1	1
60.32457886	0	0	3
60.32457886	1	0	2
60.32457886	0	-1	4
60.32457886	1	-1	2
60.32457886	0	0	4
60.32457886	0	0	4
60.32457886	0	-1	3
60.32457886	0	0	4
60.32457886	0	-1	1
60.32457886	0	-1	4
60.32457886	0	0	2
60.32457886	0	-1	3
60.32457886	0	0	1
60.32457886	1	0	4
60.32457886	0	0	1
60.32457886	1	0	4
60.32457886	1	0	1
60.32457886	0	-1	3
60.32457886	0	0	2
60.32457886	1	-1	4
60.32457886	0	0	1
60.32457886	0	0	4
60.32457886	0	0	4
60.32457886	0	0	1
60.32457886	0	0	2
60.32457886	0	0	1
60.32457886	0	0	4
60.32457886	0	0	3
60.32457886	0	0	1
60.32457886	0	-1	4
60.32457886	0	0	2
60.32457886	0	-1	4
60.32457886	1	-1	1
60.32457886	1	0	1
60.32457886	0	-1	4
60.32457886	0	-1	2
60.32457886	1	0	3
60.32457886	0	0	2
60.32457886	0	0	2
60.32457886	0	0	1
60.32457886	0	0	4
60.32457886	0	0	3
60.32457886	0	0	1
60.32457886	1	-1	3
60.32457886	0	-1	3
60.32457886	0	0	2
60.32457886	1	0	3
60.32457886	1	0	4
60.32457886	1	0	3
60.32457886	0	0	4
60.32457886	0	0	3
60.32457886	0	0	2
60.32457886	0	0	3
60.32457886	0	0	4
175.3713998	1	-1	2
175.3713998	1	0	2
175.3713998	0	0	3
175.3713998	1	0	4
175.3713998	0	-1	1
175.3713998	0	0	3
175.3713998	0	-1	2
175.3713998	0	0	1
175.3713998	1	0	3
175.3713998	0	0	1
175.3713998	0	0	4
175.3713998	0	0	2
175.3713998	0	0	1
175.3713998	0	-1	3
175.3713998	0	0	2
175.3713998	0	0	4
175.3713998	1	-1	3
175.3713998	0	-1	3
175.3713998	0	0	3
175.3713998	1	0	1
175.3713998	0	-1	2
175.3713998	0	0	4
175.3713998	0	0	3
175.3713998	1	0	1
175.3713998	0	-1	1
175.3713998	1	0	4
175.3713998	0	0	2
175.3713998	1	-1	3
175.3713998	0	0	3
175.3713998	1	0	4
175.3713998	0	0	1
175.3713998	0	0	2
175.3713998	1	-1	1
175.3713998	0	0	1
175.3713998	0	0	2
175.3713998	1	-1	1
175.3713998	0	-1	2
175.3713998	0	0	1
175.3713998	0	0	4
175.3713998	0	0	3
175.3713998	0	0	2
175.3713998	0	-1	4
175.3713998	0	0	1
175.3713998	0	0	1
175.3713998	1	-1	2
175.3713998	0	0	1
175.3713998	0	0	1
175.3713998	0	0	1
175.3713998	0	0	2
175.3713998	0	-1	3
175.3713998	0	0	2
175.3713998	0	-1	3
175.3713998	0	0	1
175.3713998	0	-1	4
175.3713998	0	0	1
175.3713998	0	0	2
175.3713998	0	-1	4
175.3713998	0	-1	3
175.3713998	1	0	2
175.3713998	0	0	1
175.3713998	1	0	2
175.3713998	0	0	2
175.3713998	0	0	1
175.3713998	1	0	2
175.3713998	1	0	1
175.3713998	0	0	2
175.3713998	0	0	1
175.3713998	0	-1	4
175.3713998	1	0	3
175.3713998	1	-1	2
175.3713998	0	0	3
175.3713998	0	0	1
175.3713998	0	0	2
175.3713998	0	-1	4
175.3713998	0	0	1
175.3713998	0	0	1
175.3713998	0	0	2
175.3713998	0	0	3
175.3713998	0	0	4
175.3713998	0	-1	2
175.3713998	1	0	3
175.3713998	1	0	4
175.3713998	1	0	1
175.3713998	0	0	2
175.3713998	0	-1	3
175.3713998	1	-1	1
175.3713998	0	0	2
175.3713998	0	0	4
175.3713998	0	0	4
175.3713998	0	0	1
175.3713998	1	-1	2
175.3713998	0	0	3
175.3713998	0	0	2
175.3713998	1	0	1
175.3713998	1	0	4
175.3713998	0	0	3
175.3713998	0	0	2
175.3713998	1	0	2
175.3713998	0	0	2
175.3713998	0	0	1
175.3713998	0	0	4
175.3713998	1	0	2
175.3713998	0	0	2
175.3713998	0	0	1
175.3713998	1	0	4
175.3713998	0	0	1
175.3713998	0	-1	2
175.3713998	0	0	3
175.3713998	0	0	4
175.3713998	1	0	1
175.3713998	0	0	1
175.3713998	0	0	4
175.3713998	0	0	2
175.3713998	0	0	3
175.3713998	0	0	1
175.3713998	1	0	4
175.3713998	1	-1	1
175.3713998	1	0	2
175.3713998	0	-1	1
175.3713998	0	-1	2
175.3713998	0	0	4
175.3713998	0	-1	3
175.3713998	1	0	2
175.3713998	0	-1	1
175.3713998	0	0	4
175.3713998	0	0	4
175.3713998	1	0	2
175.3713998	0	-1	2
175.3713998	0	0	3
175.3713998	0	0	2
175.3713998	0	0	4
175.3713998	0	0	1
175.3713998	1	0	4
175.3713998	0	0	2
175.3713998	1	-1	1
175.3713998	0	-1	3
175.3713998	0	-1	4
175.3713998	0	0	1
175.3713998	0	0	2
175.3713998	0	0	3
175.3713998	1	0	1
175.3713998	1	-1	1
175.3713998	0	0	2
175.3713998	0	0	4
175.3713998	0	-1	3
175.3713998	1	-1	2
175.3713998	0	0	3
175.3713998	0	0	4
175.3713998	0	0	1
175.3713998	0	0	2
175.3713998	0	0	2
175.3713998	0	-1	3
175.3713998	0	-1	4
175.3713998	0	0	1
175.3713998	0	0	1
175.3713998	0	0	4
175.3713998	0	-1	2
175.3713998	0	0	3
175.3713998	0	0	1
175.3713998	0	0	1
175.3713998	1	-1	2
175.3713998	0	0	3
175.3713998	1	-1	4
175.3713998	0	0	1
175.3713998	0	0	1
175.3713998	1	0	2
175.3713998	0	0	4
175.3713998	0	-1	1
175.3713998	0	0	3
175.3713998	1	-1	3
175.3713998	0	-1	3
175.3713998	0	-1	4
175.3713998	0	0	2
175.3713998	0	0	1
175.3713998	0	0	4
175.3713998	1	0	2
175.3713998	0	0	2
175.3713998	1	0	3
175.3713998	0	0	1
175.3713998	0	0	4
175.3713998	1	0	3
175.3713998	0	0	3
175.3713998	0	-1	2
175.3713998	0	0	1
175.3713998	0	0	4
175.3713998	0	0	2
175.3713998	0	-1	3
175.3713998	0	0	1
175.3713998	0	0	4
175.3713998	0	0	2
175.3713998	0	-1	1
175.3713998	0	0	3
175.3713998	0	0	4
175.3713998	0	0	2
175.3713998	0	0	1
175.3713998	1	0	3
175.3713998	0	0	3
175.3713998	0	0	4
175.3713998	0	0	2
175.3713998	0	0	4
25.72443214	0	0	2
25.72443214	1	0	1
25.72443214	0	-1	4
25.72443214	0	0	3
25.72443214	0	0	2
25.72443214	1	0	4
25.72443214	0	0	3
25.72443214	0	0	4
25.72443214	0	-1	2
25.72443214	0	0	1
25.72443214	0	0	3
25.72443214	1	-1	1
25.72443214	0	0	4
25.72443214	1	-1	2
25.72443214	0	0	3
25.72443214	1	0	1
25.72443214	1	0	1
25.72443214	1	0	1
25.72443214	0	-1	1
25.72443214	0	0	4
25.72443214	0	0	3
25.72443214	1	-1	2
25.72443214	0	-1	3
25.72443214	0	-1	1
25.72443214	0	0	4
25.72443214	0	0	3
25.72443214	1	0	1
25.72443214	1	0	1
25.72443214	0	-1	1
25.72443214	0	0	2
25.72443214	0	0	3
25.72443214	1	0	4
25.72443214	1	-1	4
25.72443214	1	0	4
25.72443214	1	-1	4
25.72443214	0	0	2
25.72443214	0	0	4
25.72443214	1	-1	1
25.72443214	1	0	1
25.72443214	0	0	1
25.72443214	0	-1	1
25.72443214	0	-1	3
25.72443214	0	0	4
25.72443214	1	0	2
25.72443214	0	0	2
25.72443214	0	0	2
25.72443214	1	0	2
25.72443214	0	0	2
25.72443214	0	-1	1
25.72443214	0	-1	3
25.72443214	0	-1	2
25.72443214	0	0	1
25.72443214	0	0	1
25.72443214	0	0	4
25.72443214	0	0	1
25.72443214	1	-1	3
25.72443214	0	0	1
25.72443214	0	0	2
25.72443214	1	0	4
25.72443214	1	0	4
25.72443214	1	-1	4
25.72443214	0	-1	3
25.72443214	0	0	1
25.72443214	1	0	2
25.72443214	0	0	2
25.72443214	0	0	4
25.72443214	0	0	1
25.72443214	1	0	3
25.72443214	0	0	3
25.72443214	0	0	3
25.72443214	0	0	3
25.72443214	0	0	4
25.72443214	0	0	1
25.72443214	0	0	2
25.72443214	1	0	3
25.72443214	0	-1	3
25.72443214	0	0	4
25.72443214	0	0	1
25.72443214	0	0	2
25.72443214	0	0	3
25.72443214	0	0	4
25.72443214	0	0	1
25.72443214	0	0	2
25.72443214	0	0	3
25.72443214	0	0	4
25.72443214	1	0	1
25.72443214	0	0	4
25.72443214	1	-1	2
25.72443214	0	-1	3
25.72443214	0	0	1
25.72443214	0	0	4
25.72443214	0	-1	3
25.72443214	1	0	1
25.72443214	1	0	1
25.72443214	0	0	1
25.72443214	0	-1	2
25.72443214	0	0	1
25.72443214	0	0	3
25.72443214	0	-1	4
25.72443214	0	0	1
25.72443214	0	-1	2
25.72443214	0	0	1
25.72443214	0	-1	4
25.72443214	1	-1	2
25.72443214	0	0	3
25.72443214	0	0	4
25.72443214	0	0	2
25.72443214	1	0	1
25.72443214	0	0	1
25.72443214	0	-1	1
25.72443214	0	0	4
25.72443214	0	0	3
25.72443214	1	0	2
25.72443214	0	0	1
25.72443214	0	0	4
25.72443214	0	-1	1
25.72443214	0	-1	3
25.72443214	1	0	2
25.72443214	0	0	2
25.72443214	1	-1	4
25.72443214	0	0	3
25.72443214	0	-1	1
25.72443214	0	0	3
25.72443214	0	0	2
25.72443214	0	0	1
25.72443214	0	0	2
25.72443214	0	0	4
25.72443214	0	0	3
25.72443214	0	-1	2
25.72443214	0	0	1
25.72443214	0	0	2
25.72443214	0	0	2
25.72443214	0	0	3
25.72443214	1	0	4
25.72443214	1	0	1
25.72443214	0	0	2
25.72443214	0	-1	3
25.72443214	0	0	1
25.72443214	0	0	2
25.72443214	0	0	4
25.72443214	0	0	2
25.72443214	0	0	3
